id,location,longtitude,latitude,route,area
52081627,Тульский_Цирк,54.1897562671,37.6259583235,улица Советская,Центральный район
501942292,Спортивный_Клуб_Олимп,54.1958143002,37.6034872951,Красноармейский проспект,Советский район
888309434,Free_Form_White_Loft,54.1763117026,37.6002456749,проспект Ленина,Центральный район
943728132,Белоусовский_парк,54.1850395,37.5868301,Первомайская улица,Советский район
648245521991666,ТК_Парадиз,54.19127,37.6162599,проспект Ленина,Центральный район
1288888677871999,Vesna_Бар_Ресторан_GinzaProject,54.20255,37.6233,улица Галкина,Зареченский район
61736943,Тарелка,54.1917703361,37.6191448666,Тургеневская улица,Центральный район
1021565670,Кофейня_Сова,54.19694,37.60469,Красноармейский проспект,Советский район
584846024,Mamamia,54.1973262258,37.5958024172,Красноармейский проспект,Советский район
488755790,Фотостудия_Библиотека,54.20947,37.61689,Демидовская улица,Зареченский район
1809661172584333,Тула_Советская,54.19139,37.61957,улица Советская,Центральный район
1779397385435440,WELL_WELL_WELL_kitchen_wine_bar,54.1763014584,37.6004719734,проспект Ленина,Центральный район
478802088,Городской_Концертный_зал,54.20025,37.61215,улица Советская,Советский район
224040495,Г_Тула_Кремль,54.1938994664,37.6172989594,проспект Ленина,Центральный район
1063270207113841,Тула_Платоновский_Парк,54.1735248,37.5875865,улица Оружейная,Советский район
501516836,Парк_Им_Белоусова,54.19736031,37.60286664,Красноармейский проспект,Советский район
349774378735026,MR_CUP_на_Советской,54.19257,37.61471,улица Советская,Советский район
852291521647564,Likerka_Loft,54.1802814154,37.6047565732,улица Первомайская,Центральный район
748854044,Глобус_в_Туле,54.1716095327,37.59874056,улица Академика Обручева,Центральный район
112158849409473,Rob_Roy_Bar_Tula,54.17481,37.59832,проспект Ленина,Центральный район
410443554,Ingate_New_Office,54.1899101701,37.6189957476,улица Жуковского,Центральный район
498699351,Дк_Машзавод,54.20947,37.61689,Демидовская улица,Зареченский район
577037176,Хомяково,54.1716114901,37.5986862501,улица Академика Обручева,Центральный район
4507579,Чайхона_Изюм,54.18872,37.61219,проспект Ленина,Советский район
577062524,Check_In_BAR,54.19385,37.6128799,улица Советская,Центральный район
1029714272,Мама_Мия_Тула,54.2064669214,37.6191981414,улица Октябрьская,Зареченский район
213565581,Тульский_государственный_музей_оружия,54.2040503001,37.6162037886,Оружейный переулок,Зареченский район
1022853525,Хинкальная_Генацвале,54.1965923012,37.6046877545,Красноармейский проспект,Советский район
522427264,Октава,54.19113617,37.61098503,улица Ф. Энгельса,Советский район
229179796,Кафе_Город,54.19616,37.60775,Красноармейский проспект,Советский район
730012913859068,Кластер_Октава,54.19073,37.61163,улица Каминского,Советский район
1250891798344248,Тульский_Государственный_Цирк,54.18961,37.62621,улица Советская,Центральный район
182053572318216,Shuzetta,54.19821,37.58157,улица Путейская,Привокзальный район
904029221,Ресторанный_Комплекс_этажи,54.1993,37.63905,улица Чапаева,Пролетарский район
255538735190032,WhatElse_,54.1980730789,37.6123595238,улица Советская,Центральный район
466933455,Тула_Парк_Белоусова,54.1811249732,37.58352343,None,Советский район
221196876,Башня,54.1971702576,37.6026344299,Красноармейский проспект,Советский район
1605341046207440,Тульская_областная_филармония,54.18569,37.60996,проспект Ленина,Центральный район
7536875,Beerlin,54.196294035,37.61001461,Красноармейский проспект,Советский район
410607231,Ресторан_Пивоварня_башня,54.1974713607,37.6021714881,Красноармейский проспект,Советский район
29975756,Зареченский_Мост,54.2018917543,37.6167665427,улица Октябрьская,Центральный район
1331811196849601,Ликерка_Лофт,54.17684,37.60023,проспект Ленина,Центральный район
11694065,Музей_Оружия,54.1951652643,37.6217553847,Менделеевская улица,Центральный район
415211357,Беверли_Хиллз,54.19215,37.61799,улица Советская,Центральный район
184381218690245,На_набережной,54.20334,37.61958,улица Октябрьская,Зареченский район
1019083005,Ресторан_Старый_Город,54.1875687,37.6098785,улица Пушкинская,Советский район
1077970855659246,Бургерная_Карл_Маркс_Тула,54.1887667,37.6124755,проспект Ленина,Центральный район
804679693,Тула_Дворянское_Собрание,54.18837323,37.61519948,Тургеневская улица,Центральный район
2845225,Ресторан_Респект,54.199765855,37.6140364436,улица Советская,Центральный район
1891056964465321,Кофе_Культ_на_пр_Ленина,54.18267,37.60479,проспект Ленина,Советский район
439604722,Томато,54.1917824508,37.6175639993,улица Советская,Центральный район
970621,Суши_Хаус,54.1971177422,37.6027720259,Красноармейский проспект,Советский район
1033658719,Кремлевский_Сад,54.19412002,37.62327184,переулок Садовый,Центральный район
1521384044651726,Drova,54.19994,37.63624,улица Пролетарская,Пролетарский район
853791679,Вдуше,54.19435,37.61383,улица Революции,Центральный район
441749466242135,Семейно_развлекательный_центр_ВКубе,54.1749984388,37.592677474,улица Ф. Энгельса,Советский район
155369921719144,Пельменная_Лепим_и_варим_Тула,54.19273,37.61415,улица Советская,Советский район
1340336102729442,Mama_Mia_tula,54.20659,37.61881,улица Октябрьская,Зареченский район
150467162385855,Тройка_Фитнес,54.19135,37.61319,улица Каминского,Советский район
1752027461721326,Losk_студия_красоты_волос,54.19912,37.61331,улица Советская,Центральный район
530409230,ТЦ_на_Хлебной,54.18523,37.6206,площадь Хлебная,Центральный район
293176684,Тульский_Государственный_цирк,54.18961,37.62621,улица Советская,Центральный район
4941100,Музей_Тульский_пряник,54.2116076053,37.6218133703,улица Октябрьская,Зареченский район
221155454990006,Дом_15,54.19135,37.61319,улица Каминского,Советский район
1017716862,Ледовая_Арена,54.17091827,37.61567841,улица Демьянова,Центральный район
498474547,Тульский_областной_художественный_музей_The_Tula_Museum_of_Fine_Arts,54.1777142248,37.5947577051,улица Ф. Энгельса,Советский район
588497864,Chop_Chop,54.17542,37.59886,проспект Ленина,Центральный район
1422195507850514,Matr_shka_Shop_beauty_Studio,54.1752982713,37.5993008419,проспект Ленина,Центральный район
1026931096,Фитнес_центр_Гоголь,54.18583,37.60783,Гоголевская улица,Советский район
1743815479218225,Forsd_room,54.1890092413,37.6275515556,улица Пионерская,Центральный район
549978426,Галерея_Ясная_Поляна,54.20609,37.6186999,улица Октябрьская,Зареченский район
6927263,Тульский_Академический_Театр_Драмы,54.1885705864,37.6088923735,улица Пушкинская,Советский район
18192385,Славянский,54.1848710809,37.6272953084,улица Староникитская,Центральный район
509404737,Мёд,54.19939,37.6406,улица Чапаева,Пролетарский район
19581357,Vlastelin_Fitness,54.1917343005,37.6137936105,Центральный переулок,Советский район
6384079,Казанова,54.20296816,37.64203245,улица Ложевая,Пролетарский район
1025504710,Финансовый_университет_при_Правительстве_РФ_ТФ_бывш_ВЗФЭИ_,54.17251,37.58714,улица Оружейная,Советский район
132131884177159,Парк_отель_Золотой_осётр,54.2,37.6167,улица Металлистов,Центральный район
2018322991734766,Вформе_Тула,54.19281,37.60479,улица Демонстрации,Советский район
1032438508,Барабан,54.18993,37.61457,проспект Ленина,Центральный район
468016875,МакДональдс_Тула,54.19215,37.61799,улица Советская,Центральный район
1018714277,Old_Boy_Bar,54.176094108,37.5996107635,проспект Ленина,Центральный район
479965142468844,La_Bulka,54.19188,37.61106,улица Ф. Энгельса,Советский район
446843917,Епифань,54.19408,37.61874,Менделеевская улица,Центральный район
697392918,Райское_Местечко,54.1954725838,37.6014437369,улица Лейтейзена,Советский район
2944863,Театральный_Сквер,54.18841,37.6113799,проспект Ленина,Советский район
692885848,Река_Упа,54.2041453,37.6190424,улица Октябрьская,Зареченский район
1833707493515485,ТутБатут,54.17207,37.60248,проспект Ленина,Центральный район
43498674,Драмтеатр,54.19426829,37.63144055,улица Советская,Пролетарский район
143739636095929,Все_Сумки,54.1887667,37.6124755,проспект Ленина,Центральный район
561780382,Центр_ментального_фитнеса_Татьяны_Поповой,54.1872985643,37.6099562645,Пушкинский проезд,Советский район
833246794,Estadio_Arsenal,54.174167,37.603056,проспект Ленина,Центральный район
1090619164426763,Школа_Студия_L_beauty,54.2071166069,37.619447014,улица Октябрьская,Зареченский район
1021616627,Cafe_De_France,54.19215,37.61799,улица Советская,Центральный район
234430377000121,Nail_and_brow_studio_Gelato,54.19135,37.61319,улица Каминского,Советский район
561913337328443,Салоны_красоты_Хамелеон,54.1756169858,37.5988948345,проспект Ленина,Центральный район
638503799,DENNY_ROSE_Тула,54.19531,37.61053,Красноармейский проспект,Советский район
501635698,ФС_Олимп,54.19619,37.60488,Красноармейский проспект,Советский район
39477592,Мята,54.1912367349,37.6134620838,улица Каминского,Советский район
20840273,Бассейн_Арсенал,54.172116,37.602626,проспект Ленина,Центральный район
683170608451843,Мегаполис,54.19619,37.60488,Красноармейский проспект,Советский район
900501670107210,Burger_Heroes,54.19273,37.61415,улица Советская,Советский район
